RDA element,RDA recording method,Alignment,M21 Authority encoding
organizer family,IRI,aligns with,500 3* $1 
organizer family of,structured description,aligns with,"511 ** $a, c, d, e, f, g, k, l, n, p, q, t "
organizer family of,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
organizer family of,structured description,aligns with,"672 ** $a, b, f "
organizer family of,identifier,aligns with,511 ** $0 
organizer family of,identifier,aligns with,530 ** $0 
organizer family of,identifier,aligns with,"672 ** $w, 0 "
organizer family of,IRI,aligns with,511 ** $1 
organizer family of,IRI,aligns with,530 ** $1 
organizer family of,IRI,aligns with,672 ** $1 
organizer person,structured description,aligns with,"500 0* $a, b, c, d, g, q "
organizer person,structured description,aligns with,"500 1* $a, b, c, d, g, q "
organizer person,identifier,aligns with,500 0* $0 
organizer person,identifier,aligns with,500 1* $0 
organizer person,IRI,aligns with,500 0* $1 
organizer person,IRI,aligns with,500 1* $1 
organizer person of,structured description,aligns with,"511 ** $a, c, d, e, f, g, k, l, n, p, q, t "
organizer person of,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
organizer person of,structured description,aligns with,"672 ** $a, b, f "
organizer person of,identifier,aligns with,511 ** $0 
organizer person of,identifier,aligns with,530 ** $0 
organizer person of,identifier,aligns with,"672 ** $w, 0 "
organizer person of,IRI,aligns with,511 ** $1 
organizer person of,IRI,aligns with,530 ** $1 
organizer person of,IRI,aligns with,672 ** $1 
panelist agent,structured description,aligns with,"500 ** $a, b, c, d, g, q "
panelist agent,structured description,aligns with,"510 ** $a, b, c, d, g "
panelist agent,identifier,aligns with,500 ** $0 
panelist agent,identifier,aligns with,510 ** $0 
panelist agent,IRI,aligns with,500 ** $1 
panelist agent,IRI,aligns with,510 ** $1 
panelist agent of,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s "
panelist agent of,structured description,aligns with,"672 ** $a, b, f "
panelist agent of,identifier,aligns with,530 ** $0 
panelist agent of,identifier,aligns with,"672 ** $w, 0 "
panelist agent of,IRI,aligns with,530 ** $1 
panelist agent of,IRI,aligns with,672 ** $1 
panelist collective agent,structured description,aligns with,"500 3* $a, c, d, g "
panelist collective agent,structured description,aligns with,"510 ** $a, b, c, d, g "
panelist collective agent,identifier,aligns with,500 3* $0 
panelist collective agent,identifier,aligns with,510 ** $0 
panelist collective agent,IRI,aligns with,500 3* $1 
panelist collective agent,IRI,aligns with,510 ** $1 
panelist collective agent of,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s "
panelist collective agent of,structured description,aligns with,"672 ** $a, b, f "
panelist collective agent of,identifier,aligns with,530 ** $0 
panelist collective agent of,identifier,aligns with,"672 ** $w, 0 "
panelist collective agent of,IRI,aligns with,530 ** $1 
panelist collective agent of,IRI,aligns with,672 ** $1 
panelist corporate body,structured description,aligns with,"510 ** $a, b, c, d, g "
panelist corporate body,identifier,aligns with,510 ** $0 
panelist corporate body,IRI,aligns with,510 ** $1 
panelist corporate body of,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s "
panelist corporate body of,structured description,aligns with,"672 ** $a, b, f "
panelist corporate body of,identifier,aligns with,530 ** $0 
panelist corporate body of,identifier,aligns with,"672 ** $w, 0 "
panelist corporate body of,IRI,aligns with,530 ** $1 
panelist corporate body of,IRI,aligns with,672 ** $1 
panelist family,structured description,aligns with,"500 3* $a, c, d, g "
panelist family,identifier,aligns with,500 3* $0 
panelist family,IRI,aligns with,500 3* $1 
panelist family of,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s "
panelist family of,structured description,aligns with,"672 ** $a, b, f "
panelist family of,identifier,aligns with,530 ** $0 
panelist family of,identifier,aligns with,"672 ** $w, 0 "
panelist family of,IRI,aligns with,530 ** $1 
panelist family of,IRI,aligns with,672 ** $1 
panelist person,structured description,aligns with,"500 0* $a, b, c, d, g, q "
panelist person,structured description,aligns with,"500 1* $a, b, c, d, g, q "
panelist person,identifier,aligns with,500 0* $0 
panelist person,identifier,aligns with,500 1* $0 
panelist person,IRI,aligns with,500 0* $1 
panelist person,IRI,aligns with,500 1* $1 
panelist person of,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s "
panelist person of,structured description,aligns with,"672 ** $a, b, f "
panelist person of,identifier,aligns with,530 ** $0 
panelist person of,identifier,aligns with,"672 ** $w, 0 "
panelist person of,IRI,aligns with,530 ** $1 
panelist person of,IRI,aligns with,672 ** $1 
paraphrase of expression,structured description,aligns with,"500 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, q, r, s, t "
paraphrase of expression,structured description,aligns with,"510 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, r, s, t "
paraphrase of expression,structured description,aligns with,"511 ** $a, c, d, e, f, g, h, k, l, n, p, q, s, t "
paraphrase of expression,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s "
paraphrase of expression,identifier,aligns with,500 ** $0 
paraphrase of expression,identifier,aligns with,510 ** $0 
paraphrase of expression,identifier,aligns with,511 ** $0 
paraphrase of expression,identifier,aligns with,530 ** $0 
paraphrase of expression,IRI,aligns with,500 ** $1 
paraphrase of expression,IRI,aligns with,510 ** $1 
paraphrase of expression,IRI,aligns with,511 ** $1 
paraphrase of expression,IRI,aligns with,530 ** $1 
paraphrase of work,structured description,aligns with,"500 ** $a, b, c, d, f, g, k, l, n, p, q, t "
paraphrase of work,structured description,aligns with,"510 ** $a, b, c, d, f, g, k, l, n, p, t "
paraphrase of work,structured description,aligns with,"511 ** $a, c, d, e, f, g, k, l, n, p, q, t "
paraphrase of work,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
paraphrase of work,identifier,aligns with,500 ** $0 
paraphrase of work,identifier,aligns with,510 ** $0 
paraphrase of work,identifier,aligns with,511 ** $0 
paraphrase of work,identifier,aligns with,530 ** $0 
paraphrase of work,IRI,aligns with,500 ** $1 
paraphrase of work,IRI,aligns with,510 ** $1 
paraphrase of work,IRI,aligns with,511 ** $1 
paraphrase of work,IRI,aligns with,530 ** $1 
paraphrased as expression,structured description,aligns with,"500 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, q, r, s, t "
paraphrased as expression,structured description,aligns with,"510 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, r, s, t "
paraphrased as expression,structured description,aligns with,"511 ** $a, c, d, e, f, g, h, k, l, n, p, q, s, t "
paraphrased as expression,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s "
paraphrased as expression,identifier,aligns with,500 ** $0 
paraphrased as expression,identifier,aligns with,510 ** $0 
paraphrased as expression,identifier,aligns with,511 ** $0 
paraphrased as expression,identifier,aligns with,530 ** $0 
paraphrased as expression,IRI,aligns with,500 ** $1 
paraphrased as expression,IRI,aligns with,510 ** $1 
paraphrased as expression,IRI,aligns with,511 ** $1 
paraphrased as expression,IRI,aligns with,530 ** $1 
paraphrased as work,structured description,aligns with,"500 ** $a, b, c, d, f, g, k, l, n, p, q, t "
paraphrased as work,structured description,aligns with,"510 ** $a, b, c, d, f, g, k, l, n, p, t "
paraphrased as work,structured description,aligns with,"511 ** $a, c, d, e, f, g, k, l, n, p, q, t "
paraphrased as work,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
paraphrased as work,identifier,aligns with,500 ** $0 
paraphrased as work,identifier,aligns with,510 ** $0 
paraphrased as work,identifier,aligns with,511 ** $0 
paraphrased as work,identifier,aligns with,530 ** $0 
paraphrased as work,IRI,aligns with,500 ** $1 
paraphrased as work,IRI,aligns with,510 ** $1 
paraphrased as work,IRI,aligns with,511 ** $1 
paraphrased as work,IRI,aligns with,530 ** $1 
parodied as expression,structured description,aligns with,"500 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, q, r, s, t "
parodied as expression,structured description,aligns with,"510 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, r, s, t "
parodied as expression,structured description,aligns with,"511 ** $a, c, d, e, f, g, h, k, l, n, p, q, s, t "
parodied as expression,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s "
parodied as expression,identifier,aligns with,500 ** $0 
parodied as expression,identifier,aligns with,510 ** $0 
parodied as expression,identifier,aligns with,511 ** $0 
parodied as expression,identifier,aligns with,530 ** $0 
parodied as expression,IRI,aligns with,500 ** $1 
parodied as expression,IRI,aligns with,510 ** $1 
parodied as expression,IRI,aligns with,511 ** $1 
parodied as expression,IRI,aligns with,530 ** $1 
parodied as work,structured description,aligns with,"500 ** $a, b, c, d, f, g, k, l, n, p, q, t "
parodied as work,structured description,aligns with,"510 ** $a, b, c, d, f, g, k, l, n, p, t "
parodied as work,structured description,aligns with,"511 ** $a, c, d, e, f, g, k, l, n, p, q, t "
parodied as work,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
parodied as work,identifier,aligns with,500 ** $0 
parodied as work,identifier,aligns with,510 ** $0 
parodied as work,identifier,aligns with,511 ** $0 
parodied as work,identifier,aligns with,530 ** $0 
parodied as work,IRI,aligns with,500 ** $1 
parodied as work,IRI,aligns with,510 ** $1 
parodied as work,IRI,aligns with,511 ** $1 
parodied as work,IRI,aligns with,530 ** $1 
parody of expression,structured description,aligns with,"500 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, q, r, s, t "
parody of expression,structured description,aligns with,"510 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, r, s, t "
parody of expression,structured description,aligns with,"511 ** $a, c, d, e, f, g, h, k, l, n, p, q, s, t "
parody of expression,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s "
parody of expression,identifier,aligns with,500 ** $0 
parody of expression,identifier,aligns with,510 ** $0 
parody of expression,identifier,aligns with,511 ** $0 
parody of expression,identifier,aligns with,530 ** $0 
parody of expression,IRI,aligns with,500 ** $1 
parody of expression,IRI,aligns with,510 ** $1 
parody of expression,IRI,aligns with,511 ** $1 
parody of expression,IRI,aligns with,530 ** $1 
parody of work,structured description,aligns with,"500 ** $a, b, c, d, f, g, k, l, n, p, q, t "
parody of work,structured description,aligns with,"510 ** $a, b, c, d, f, g, k, l, n, p, t "
parody of work,structured description,aligns with,"511 ** $a, c, d, e, f, g, k, l, n, p, q, t "
parody of work,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
parody of work,identifier,aligns with,500 ** $0 
parody of work,identifier,aligns with,510 ** $0 
parody of work,identifier,aligns with,511 ** $0 
parody of work,identifier,aligns with,530 ** $0 
parody of work,IRI,aligns with,500 ** $1 
parody of work,IRI,aligns with,510 ** $1 
parody of work,IRI,aligns with,511 ** $1 
