*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],*status,instructionNumber,has element type,See Also[0]
is letterer agent of,rdaa:lettererAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of drawing text and graphic sound effects for a comic book, graphic novel, etc.",,letterer of,,,,,,,,,letterer agent of,"An expression that includes a contribution by an agent of drawing text and graphic sound effects for a comic book, graphic novel, etc.",rdaa:P50245,property,rdac:C10002,rdaa:P50448,,Published,18.5,2,
is letterer collective agent of,rdaa:lettererCollectiveAgentOf.en,"Relates a collective agent to an expression that includes a contribution by a collective agent of drawing text and graphic sound effects for a comic book, graphic novel, etc.",,,,,,,,,,,letterer collective agent of,"An expression that includes a contribution by a collective agent of drawing text and graphic sound effects for a comic book, graphic novel, etc.",rdaa:P50735,property,rdac:C10011,rdaa:P50775,rdaa:P50245,Published,,2,
is letterer corporate body of,rdaa:lettererCorporateBodyOf.en,"Relates a corporate body to an expression that includes a contribution by a corporate body of drawing text and graphic sound effects for a comic book, graphic novel, etc.",,,,,,,,,,,letterer corporate body of,"An expression that includes a contribution by a corporate body of drawing text and graphic sound effects for a comic book, graphic novel, etc.",rdaa:P50886,property,rdac:C10005,rdaa:P50926,rdaa:P50735,Published,,2,
is letterer family of,rdaa:lettererFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of drawing text and graphic sound effects for a comic book, graphic novel, etc.",,,,,,,,,,,letterer family of,"An expression that includes a contribution by a family of drawing text and graphic sound effects for a comic book, graphic novel, etc.",rdaa:P51037,property,rdac:C10008,rdaa:P51077,rdaa:P50735,Published,,2,
is letterer person of,rdaa:lettererPersonOf.en,"Relates a person to an expression that includes a contribution by a person of drawing text and graphic sound effects for a comic book, graphic novel, etc.",,,,,,,,,,,letterer person of,"An expression that includes a contribution by a person of drawing text and graphic sound effects for a comic book, graphic novel, etc.",rdaa:P50584,property,rdac:C10004,rdaa:P50624,rdaa:P50245,Published,,2,
is librettist agent of,rdaa:librettistAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for authoring the words of an opera or other musical stage work, or an oratorio.",,librettist of,,,,,,,,,librettist agent of,"A work that involves a responsibility of an agent for authoring the words of an opera or other musical stage work, or an oratorio.",rdaa:P50225,property,rdac:C10002,rdaa:P50195,,Published,18.5,2,rdaa:P50224
is librettist collective agent of,rdaa:librettistCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for authoring the words of an opera or other musical stage work, or an oratorio.",,,,,,,,,,,librettist collective agent of,"A work that involves a responsibility of a collective agent for authoring the words of an opera or other musical stage work, or an oratorio.",rdaa:P50685,property,rdac:C10011,rdaa:P50692,rdaa:P50225,Published,,2,
is librettist corporate body of,rdaa:librettistCorporateBodyOf.en,"Relates a corporate body to a work that involves a responsibility of a corporate body for authoring the words of an opera or other musical stage work, or an oratorio.",,,,,,,,,,,librettist corporate body of,"A work that involves a responsibility of a corporate body for authoring the words of an opera or other musical stage work, or an oratorio.",rdaa:P50836,property,rdac:C10005,rdaa:P50843,rdaa:P50685,Published,,2,
is librettist family of,rdaa:librettistFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for authoring the words of an opera or other musical stage work, or an oratorio.",,,,,,,,,,,librettist family of,"A work that involves a responsibility of a family for authoring the words of an opera or other musical stage work, or an oratorio.",rdaa:P50987,property,rdac:C10008,rdaa:P50994,rdaa:P50685,Published,,2,
is librettist person of,rdaa:librettistPersonOf.en,"Relates a person to a work that involves a responsibility of a person for authoring the words of an opera or other musical stage work, or an oratorio.",,,,,,,,,,,librettist person of,"A work that involves a responsibility of a person for authoring the words of an opera or other musical stage work, or an oratorio.",rdaa:P50534,property,rdac:C10004,rdaa:P50541,rdaa:P50225,Published,,2,
is lighting designer agent of,rdaa:lightingDesignerAgentOf.en,Relates an agent to an expression that includes a contribution by an agent of designing and creating lighting components.,,lighting designer of,,,,,,,,,lighting designer agent of,An expression that includes a contribution by an agent of designing and creating lighting components.,rdaa:P50256,property,rdac:C10002,rdaa:P50449,,Published,18.5,2,
is lighting designer collective agent of,rdaa:lightingDesignerCollectiveAgentOf.en,Relates a collective agent to an expression that includes a contribution by a collective agent of designing and creating lighting components.,,,,,,,,,,,lighting designer collective agent of,An expression that includes a contribution by a collective agent of designing and creating lighting components.,rdaa:P50730,property,rdac:C10011,rdaa:P50774,rdaa:P50256,Published,,2,
is lighting designer corporate body of,rdaa:lightingDesignerCorporateBodyOf.en,Relates a corporate body to an expression that includes a contribution by a corporate body of designing and creating lighting components.,,,,,,,,,,,lighting designer corporate body of,An expression that includes a contribution by a corporate body of designing and creating lighting components.,rdaa:P50881,property,rdac:C10005,rdaa:P50925,rdaa:P50730,Published,,2,
is lighting designer family of,rdaa:lightingDesignerFamilyOf.en,Relates a family to an expression that includes a contribution by a family of designing and creating lighting components.,,,,,,,,,,,lighting designer family of,An expression that includes a contribution by a family of designing and creating lighting components.,rdaa:P51032,property,rdac:C10008,rdaa:P51076,rdaa:P50730,Published,,2,
is lighting designer person of,rdaa:lightingDesignerPersonOf.en,Relates a person to an expression that includes a contribution by a person of designing and creating lighting components.,,,,,,,,,,,lighting designer person of,An expression that includes a contribution by a person of designing and creating lighting components.,rdaa:P50579,property,rdac:C10004,rdaa:P50623,rdaa:P50256,Published,,2,
is lithographer agent of,rdaa:lithographerAgentOf.en,Relates an agent to a manifestation that involves a responsibility of an agent for preparing a stone or plate for lithographic printing.,A lithographer includes a graphic artist creating a design directly on the surface from which printing will be done.,lithographer of,,,,,,,,,lithographer agent of,A manifestation that involves a responsibility of an agent for preparing a stone or plate for lithographic printing.,rdaa:P50175,property,rdac:C10002,rdaa:P50173,,Published,18.5,2,
is lithographer collective agent of,rdaa:lithographerCollectiveAgentOf.en,Relates a collective agent to a manifestation that involves a responsibility of a collective agent for preparing a stone or plate for lithographic printing.,A lithographer includes a graphic artist creating a design directly on the surface from which printing will be done.,,,,,,,,,,lithographer collective agent of,A manifestation that involves a responsibility of a collective agent for preparing a stone or plate for lithographic printing.,rdaa:P50654,property,rdac:C10011,rdaa:P50651,rdaa:P50175,Published,,2,
is lithographer corporate body of,rdaa:lithographerCorporateBodyOf.en,Relates a corporate body to a manifestation that involves a responsibility of a corporate body for preparing a stone or plate for lithographic printing.,A lithographer includes a graphic artist creating a design directly on the surface from which printing will be done.,,,,,,,,,,lithographer corporate body of,A manifestation that involves a responsibility of a corporate body for preparing a stone or plate for lithographic printing.,rdaa:P50805,property,rdac:C10005,rdaa:P50802,rdaa:P50654,Published,,2,
is lithographer family of,rdaa:lithographerFamilyOf.en,Relates a family to a manifestation that involves a responsibility of a family for preparing a stone or plate for lithographic printing.,A lithographer includes a graphic artist creating a design directly on the surface from which printing will be done.,,,,,,,,,,lithographer family of,A manifestation that involves a responsibility of a family for preparing a stone or plate for lithographic printing.,rdaa:P50956,property,rdac:C10008,rdaa:P50953,rdaa:P50654,Published,,2,
is lithographer person of,rdaa:lithographerPersonOf.en,Relates a person to a manifestation that involves a responsibility of a person for preparing a stone or plate for lithographic printing.,A lithographer includes a graphic artist creating a design directly on the surface from which printing will be done.,,,,,,,,,,lithographer person of,A manifestation that involves a responsibility of a person for preparing a stone or plate for lithographic printing.,rdaa:P50503,property,rdac:C10004,rdaa:P50500,rdaa:P50175,Published,,2,
